,Education,Marital_Status,Income,Recency,Complain,Response,Age,Children,Total_spent,Total_no_purchase,TotalAcceptedCmp,km_clust
449,2,0,50520.0,25,0,0,63,1,135,9,0,1
450,3,1,80124.0,47,0,0,58,0,1495,19,1,3
451,3,1,33183.0,46,0,0,46,1,120,9,0,1
452,2,0,66582.0,83,0,0,52,0,1288,20,0,3
453,2,1,75261.0,17,0,1,66,0,1743,17,3,2
454,3,0,31880.0,13,0,0,51,1,15,4,0,1
455,3,1,53790.0,86,0,0,70,2,542,20,0,0
456,2,1,49269.0,92,0,0,50,1,890,25,0,0
457,3,1,61456.0,47,0,0,46,1,1388,33,0,3
458,3,1,37406.0,18,0,1,41,1,17,4,1,1
459,2,1,56937.0,81,0,1,40,1,906,30,2,0
460,3,1,38415.0,91,0,0,43,2,44,6,0,1
461,3,0,20518.0,58,0,0,33,1,25,5,0,1
462,3,1,62503.0,40,0,0,65,1,973,26,0,0
463,2,0,41644.0,67,0,0,49,2,31,6,0,1
464,1,1,55842.0,19,0,0,44,1,518,17,0,0
465,2,1,62010.0,93,0,0,49,1,530,19,0,0
466,3,1,41124.0,41,0,0,44,1,506,21,0,0
467,1,1,38961.0,60,0,0,48,1,70,6,0,1
468,1,0,37760.0,54,0,0,49,1,54,6,0,1
469,3,0,32233.0,26,0,1,47,1,296,12,2,1
470,3,1,43057.0,30,0,0,46,1,266,15,0,1
471,1,1,83151.0,93,0,0,61,0,747,19,0,3
472,2,0,78825.0,35,0,1,57,0,895,29,1,3
473,1,1,65104.0,4,0,0,45,1,1053,17,0,0
474,3,1,60093.0,92,0,0,47,1,735,21,0,0
475,3,1,14045.0,24,0,0,52,1,20,5,0,1
476,1,0,28457.0,96,0,0,69,0,205,10,0,1
477,2,1,78952.0,11,0,0,63,1,2092,21,0,3
478,3,0,46310.0,99,0,0,45,1,309,14,0,1
479,3,1,76005.0,72,0,0,66,0,1722,22,1,3
480,1,0,58308.0,77,0,0,57,1,900,15,0,0
481,2,0,55614.0,85,0,0,77,0,682,20,1,0
482,1,0,59432.0,88,0,0,59,1,663,22,0,0
483,3,0,55563.0,22,0,0,43,1,43,6,0,1
484,2,1,78642.0,83,0,0,50,1,1816,18,0,0
485,2,1,67911.0,63,0,0,72,1,976,27,0,0
486,3,1,65275.0,9,0,0,77,0,746,21,0,3
487,3,1,27203.0,92,0,0,71,2,64,6,0,1
488,1,1,48330.0,2,0,0,60,1,32,5,0,1
489,0,1,24279.0,6,0,0,31,0,263,9,0,1
490,2,1,64355.0,66,0,0,36,1,1445,21,0,0
491,1,1,50943.0,49,0,0,65,1,46,5,0,1
492,3,0,53653.0,29,0,0,68,0,1210,28,0,0
493,3,1,65665.0,77,0,0,45,1,945,24,0,3
494,3,0,81217.0,77,0,0,32,0,1157,22,0,3
495,3,1,34935.0,71,0,0,29,0,137,8,0,1
496,3,0,61250.0,49,0,0,62,1,730,25,0,0
497,2,1,39665.0,97,0,0,40,1,216,12,1,1
498,3,0,60152.0,6,0,0,42,1,943,23,0,3
499,3,1,48920.0,93,0,0,57,2,347,16,1,0
500,1,1,89120.0,78,0,0,62,0,1924,19,1,3
501,2,1,44124.0,62,0,0,75,1,397,17,0,0
502,1,0,81169.0,47,0,0,46,0,2089,22,0,3
503,3,1,36443.0,9,0,0,60,2,138,11,0,1
504,3,0,26095.0,77,0,0,31,1,42,5,0,1
505,3,1,71367.0,24,0,0,62,0,777,17,0,3
506,1,1,80184.0,19,0,0,77,0,1902,20,2,2
507,3,0,30630.0,67,0,0,56,2,52,7,0,1
508,1,0,73454.0,95,0,0,34,0,1651,13,1,3
509,3,1,42691.0,48,0,0,30,0,358,13,0,1
510,3,1,70503.0,73,0,0,68,0,1727,16,2,2
511,3,1,25545.0,35,0,1,34,1,210,10,1,1
512,3,1,32880.0,76,0,0,35,1,42,5,0,1
513,2,1,77863.0,20,0,0,63,0,1291,20,0,3
514,1,1,50353.0,72,0,0,44,0,442,15,0,3
515,3,0,61839.0,20,0,0,57,0,1895,17,0,3
516,2,1,49154.0,69,0,0,61,2,411,19,0,0
517,1,0,47682.0,80,0,0,46,1,521,19,0,0
518,3,0,72679.0,65,0,0,52,1,1168,17,0,3
519,1,1,57954.0,52,0,0,44,2,493,23,1,0
520,3,1,65316.0,65,0,0,59,2,260,12,0,1
521,3,0,28567.0,57,0,0,39,1,46,7,0,1
522,1,1,47352.0,70,0,0,70,1,319,16,0,0
523,3,1,44931.0,0,0,0,54,1,96,7,0,1
524,3,0,76982.0,19,0,1,54,0,1062,16,2,2
525,1,1,57247.0,50,0,0,69,1,232,12,0,1
526,1,0,22944.0,67,0,0,40,1,76,9,0,1
527,1,1,25315.0,46,0,0,44,1,54,9,0,1
528,3,0,43638.0,37,0,0,52,1,201,11,0,1
529,2,0,42710.0,38,0,0,37,1,406,14,0,1
530,2,1,84169.0,9,0,1,39,0,1919,20,3,2
531,3,1,54058.0,56,0,0,45,1,662,20,0,0
532,1,1,24683.0,98,0,0,31,1,41,8,0,1
533,3,0,85620.0,68,0,1,57,0,1600,14,1,3
534,3,1,47850.0,72,0,0,41,1,134,8,0,1
535,3,1,19514.0,47,0,1,53,2,69,10,2,1
536,1,1,27159.0,33,0,0,48,2,21,6,0,1
537,1,0,39548.0,87,0,0,58,2,54,7,0,1
538,3,0,21474.0,0,0,1,32,1,91,8,2,1
539,2,0,60504.0,73,0,0,50,1,526,18,0,0
540,3,1,22419.0,74,0,0,58,0,162,8,0,1
541,1,1,81698.0,4,0,1,72,0,1008,25,1,3
542,3,1,43462.0,50,0,0,69,2,240,16,0,1
543,2,0,54880.0,57,0,0,43,1,795,21,0,3
544,3,1,79908.0,30,0,0,39,0,1772,19,1,3
545,1,1,15315.0,27,0,0,51,0,64,8,0,1
546,3,1,87771.0,61,0,1,62,1,1957,20,5,2
547,3,1,33039.0,4,0,0,43,1,78,7,0,1
548,3,0,81741.0,75,0,0,41,0,1572,19,0,3
549,1,1,71499.0,12,0,0,50,1,795,26,0,0
550,1,1,62466.0,13,0,0,51,1,889,26,0,3
551,2,0,48799.0,9,0,0,58,1,331,15,0,0
552,2,1,52157.0,48,0,0,71,1,265,12,0,1
553,3,0,66565.0,80,0,0,59,1,1065,19,0,0
554,1,1,29298.0,60,0,0,70,2,11,4,0,1
555,3,0,47691.0,43,0,0,42,1,21,4,0,1
556,3,1,38200.0,19,0,0,51,2,17,4,0,1
557,3,1,44989.0,26,0,0,47,1,369,16,0,0
558,2,1,38443.0,58,0,0,53,2,38,6,0,1
559,1,0,38593.0,42,0,0,43,1,177,11,0,1
560,2,1,64413.0,27,0,0,51,1,279,12,0,1
561,1,1,36959.0,56,0,0,40,1,62,7,0,1
562,2,1,61996.0,27,0,1,44,1,1230,21,4,2
563,3,1,51287.0,10,0,0,53,2,182,11,0,1
564,3,1,13260.0,48,0,0,51,2,49,10,0,1
565,2,1,47472.0,39,0,0,55,2,75,8,0,1
566,1,1,54603.0,85,0,0,65,2,227,16,0,1
567,2,1,45207.0,64,0,0,47,2,215,15,1,1
568,3,1,40689.0,69,0,0,70,1,444,20,0,0
569,1,1,47821.0,54,0,0,54,2,47,5,0,1
570,1,1,27450.0,57,0,0,70,0,143,7,0,1
571,3,1,39453.0,64,0,0,38,1,55,7,0,1
572,1,1,26850.0,10,0,0,50,2,63,11,0,1
573,3,0,79800.0,65,0,1,66,0,1867,22,4,2
574,1,1,61794.0,74,0,0,60,1,611,20,0,0
575,3,1,53863.0,4,0,0,66,1,473,18,1,0
576,3,1,24221.0,94,0,0,62,0,55,6,0,1
577,2,0,39684.0,41,1,1,37,1,81,7,1,1
578,1,1,92163.0,25,0,1,46,0,2086,21,3,2
579,1,0,69882.0,94,0,0,56,0,1478,20,0,3
580,3,1,33178.0,9,0,0,44,1,49,5,0,1
581,2,1,59973.0,47,0,0,49,0,382,15,0,3
582,1,1,17459.0,12,0,1,46,1,69,9,1,1
583,3,0,23910.0,80,0,0,52,1,67,6,0,1
584,1,1,42169.0,20,0,0,52,2,30,6,0,1
585,1,1,26224.0,39,0,0,43,1,63,9,0,1
586,3,1,31089.0,57,0,0,40,1,79,10,0,1
587,3,0,30081.0,27,0,0,60,1,42,5,0,1
588,3,1,62807.0,83,0,0,61,1,819,23,0,0
589,3,0,72906.0,79,0,0,66,0,1151,17,0,3
590,2,1,61467.0,69,0,0,73,2,594,20,0,0
591,1,1,49618.0,77,0,0,55,2,129,11,0,1
592,1,0,21888.0,15,0,1,35,1,213,12,1,1
593,3,0,42429.0,99,0,0,48,1,67,7,0,1
594,3,0,26150.0,61,0,0,65,3,28,5,0,1
595,0,1,30801.0,23,0,0,46,1,45,6,0,1
596,3,1,81168.0,84,0,0,56,0,1193,18,1,3
597,1,0,26877.0,74,0,0,52,0,268,12,0,1
598,1,0,45006.0,90,0,0,77,0,266,12,0,1
599,0,1,18978.0,41,0,0,48,1,37,5,0,1
600,3,1,22574.0,28,0,0,54,3,37,7,0,1
601,2,0,48240.0,73,0,1,52,0,882,25,1,3
602,3,1,45837.0,88,0,0,47,2,373,18,0,0
603,1,0,35791.0,94,0,0,56,3,35,6,0,1
604,2,1,162397.0,31,0,0,45,2,107,1,0,1
605,3,0,54162.0,31,0,0,43,2,42,5,0,1
606,1,1,30522.0,6,0,0,61,1,326,17,0,0
607,2,1,54456.0,23,0,0,60,1,404,17,0,0
608,3,0,31632.0,92,0,0,50,0,95,6,0,1
609,3,0,72298.0,52,0,0,72,0,939,14,2,2
610,1,0,36975.0,50,0,0,43,1,33,5,0,1
611,1,1,72635.0,54,0,0,66,0,981,21,1,3
612,3,1,13624.0,93,0,0,45,1,36,7,0,1
613,3,0,84196.0,56,0,0,46,1,1237,20,0,3
614,3,1,70971.0,28,0,1,61,1,1825,34,1,0
615,2,0,34487.0,94,0,0,44,2,103,9,0,1
616,3,0,28769.0,76,0,0,44,1,191,12,0,1
617,2,1,69084.0,43,0,0,51,1,1586,25,0,0
618,2,1,65488.0,46,0,0,63,0,963,14,0,3
619,1,1,62466.0,13,0,0,51,1,889,26,0,3
620,1,0,32218.0,27,0,1,61,0,93,7,2,1
621,3,0,83917.0,12,0,1,48,0,1587,21,1,3
622,3,0,46102.0,3,0,0,59,3,16,4,0,1
623,3,0,84574.0,72,0,0,69,0,1375,32,0,3
624,3,1,56181.0,6,0,0,59,1,393,14,0,0
625,1,0,63120.0,53,0,1,71,1,1477,26,1,0
626,3,1,73691.0,58,0,0,50,1,1179,18,1,0
627,3,1,63381.0,78,0,0,61,1,1005,26,0,0
628,2,1,76140.0,57,0,0,73,0,1348,21,0,3
629,2,0,62859.0,37,0,0,62,1,1307,23,0,0
630,3,0,45906.0,20,0,0,57,1,486,15,1,0
631,1,1,77632.0,73,0,1,74,0,2252,13,3,2
632,2,1,46463.0,56,0,0,50,2,235,17,0,1
633,3,1,105471.0,36,0,1,51,0,1724,30,3,2
634,1,0,55282.0,9,0,0,51,1,235,11,0,1
635,1,1,78710.0,42,0,0,44,1,1092,28,0,0
636,3,1,66886.0,28,0,0,63,1,599,17,0,0
637,1,0,98777.0,23,0,0,61,0,2008,19,1,3
638,3,1,29103.0,38,0,0,36,1,48,6,0,1
639,3,1,67445.0,63,0,0,47,1,1174,32,0,0
640,2,1,50616.0,71,0,0,71,1,67,7,0,1
641,3,0,49431.0,9,0,0,66,1,365,15,0,0
642,3,0,153924.0,81,0,0,46,0,6,0,0,1
643,3,1,61278.0,87,0,0,68,1,165,10,0,1
644,1,1,26490.0,92,0,0,63,0,210,11,0,1
645,2,1,73059.0,36,0,0,74,1,1095,26,0,3
646,2,0,46734.0,86,0,0,55,3,223,12,1,1
647,3,1,56253.0,83,0,0,58,1,597,22,0,0
648,3,1,19986.0,74,0,0,36,1,22,4,0,1
649,3,0,58330.0,87,0,0,46,1,1064,24,0,3
650,0,1,25965.0,29,0,0,41,0,74,6,0,1
651,1,1,14661.0,88,0,0,65,0,26,5,0,1
652,3,1,18690.0,77,0,0,62,0,60,5,0,1
653,2,1,45068.0,25,0,0,47,1,20,4,0,1
654,0,0,21063.0,34,0,0,34,1,59,7,0,1
655,2,1,29187.0,43,0,0,53,1,34,5,0,1
656,1,1,54690.0,76,0,0,50,2,198,12,0,1
657,2,1,59304.0,81,0,0,57,1,1048,28,0,0
658,1,0,59247.0,87,0,0,59,2,574,21,0,0
659,3,0,66731.0,33,0,0,51,1,1029,17,0,3
660,3,1,77353.0,38,0,0,41,1,670,20,0,0
661,2,0,52614.0,63,0,0,46,1,990,16,0,0
662,3,1,26751.0,26,0,0,47,2,11,4,0,1
663,2,1,81300.0,17,0,1,58,1,1241,21,2,0
664,3,0,70337.0,75,0,0,42,0,576,17,0,3
665,1,1,36145.0,13,0,1,36,1,172,12,2,1
666,2,0,65295.0,19,0,0,41,0,664,20,0,3
667,3,0,68118.0,51,0,0,58,1,928,23,0,0
668,3,0,68743.0,81,0,0,54,0,2074,30,0,3
669,1,1,41039.0,32,0,0,39,0,467,15,0,0
670,3,1,38946.0,84,0,0,66,1,257,12,0,1
671,3,1,65777.0,87,0,0,54,0,1146,17,0,3
672,2,0,66476.0,99,0,0,45,1,689,20,0,0
673,2,0,86857.0,96,0,1,49,0,2114,22,1,3
674,2,1,160803.0,21,0,0,39,0,1717,44,0,3
675,2,1,77845.0,40,0,0,32,0,1346,21,2,2
676,2,1,69476.0,3,0,0,52,0,1044,15,0,3
677,2,0,50611.0,98,0,1,61,1,493,22,2,0
678,3,0,61209.0,73,0,0,51,0,957,13,0,3
679,1,1,42315.0,90,0,0,63,1,270,12,0,1
680,0,1,13084.0,29,0,0,69,0,29,5,0,1
681,1,0,47570.0,3,0,1,72,2,121,9,1,1
682,1,1,61923.0,94,0,0,60,2,126,8,0,1
683,3,0,34824.0,65,0,0,26,0,23,4,0,1
684,2,0,26518.0,33,0,1,72,2,57,8,1,1
685,3,0,45938.0,46,0,0,60,0,636,20,0,0
686,3,1,78468.0,29,0,0,61,0,1004,28,1,3
687,3,0,78901.0,99,0,0,48,1,734,20,0,0
688,3,1,71427.0,26,0,0,43,2,614,20,0,0
689,3,0,71022.0,30,0,0,43,1,1453,21,1,0
690,1,0,90247.0,27,0,1,33,0,1621,15,4,2
691,1,0,41335.0,24,0,0,53,1,187,12,0,1
692,3,1,71952.0,93,0,0,35,1,1443,22,2,3
693,2,0,35682.0,34,0,0,51,1,57,6,0,1
694,3,0,43185.0,88,0,0,70,1,637,20,0,0
695,2,1,66375.0,96,0,0,73,1,948,14,1,0
696,1,1,35178.0,10,0,1,50,1,59,5,2,1
697,3,1,25252.0,26,0,0,35,1,18,4,0,1
698,1,0,55250.0,49,0,0,56,1,903,26,0,0
699,3,0,33249.0,11,0,0,46,1,112,8,0,1
700,3,1,58398.0,44,0,0,68,0,596,20,0,0
701,3,1,50272.0,75,0,0,39,1,233,13,0,1
702,2,1,76618.0,64,0,0,46,0,1511,11,0,3
703,1,0,87305.0,19,0,1,61,0,1152,17,2,2
704,3,1,25851.0,45,0,0,43,1,48,7,0,1
705,3,0,58710.0,77,0,0,51,1,1185,31,0,0
706,3,0,45160.0,9,0,0,63,2,21,4,0,1
707,1,1,74806.0,1,0,0,56,1,965,16,0,0
708,3,1,59111.0,90,0,0,67,0,869,21,0,0
709,2,1,18988.0,43,0,0,37,1,16,6,0,1
710,3,1,72190.0,79,0,0,56,0,1947,16,0,3
711,3,1,7500.0,19,0,1,45,1,71,12,2,1
712,3,1,44794.0,99,0,0,55,1,65,6,0,1
713,3,1,80395.0,62,0,0,66,0,1380,24,1,3
714,1,0,75012.0,41,0,0,45,0,1027,23,0,3
715,1,1,56962.0,60,0,0,56,3,411,21,0,0
716,3,1,89891.0,17,0,0,30,0,836,26,1,3
717,2,0,35946.0,24,0,0,72,2,11,4,0,1
718,2,1,53593.0,60,0,0,68,2,480,23,0,0
719,3,1,66373.0,57,0,0,43,2,606,23,0,0
720,2,0,45072.0,74,0,0,73,3,284,16,0,0
721,3,0,89694.0,22,0,0,48,2,1472,14,3,2
722,3,1,72025.0,46,0,1,72,0,1677,26,4,2
723,3,1,67432.0,69,0,0,48,1,1335,19,0,3
724,1,1,70545.0,29,0,0,69,1,334,13,0,0
725,0,1,17487.0,37,0,0,32,1,18,4,0,1
726,3,1,62882.0,26,0,0,52,1,1338,20,0,3
727,2,0,64108.0,8,0,0,68,1,1099,30,0,0
728,1,1,34941.0,26,0,0,65,2,97,8,0,1
729,2,0,48767.0,79,0,0,71,3,63,9,0,1
730,1,1,38702.0,71,0,0,43,1,109,9,0,1
731,3,1,82224.0,83,0,0,57,0,902,21,1,3
732,3,1,83844.0,57,0,0,69,0,1574,20,1,3
733,1,1,17003.0,37,0,0,46,1,38,9,0,1
734,3,0,71163.0,30,0,0,26,0,960,24,0,3
735,3,0,33697.0,34,0,0,51,1,28,4,1,1
736,1,1,63564.0,0,0,1,67,0,1215,28,2,3
737,2,1,83443.0,89,0,0,49,0,1497,22,0,3
738,2,1,51518.0,92,0,0,63,1,449,17,0,0
739,3,0,58330.0,87,0,0,46,1,1064,24,0,3
740,3,1,80952.0,20,0,1,52,0,1757,25,4,2
741,3,1,75507.0,56,0,0,42,0,1440,21,0,3
742,1,1,63855.0,28,0,0,43,0,1006,24,0,3
743,2,1,62220.0,55,0,1,49,1,1226,23,1,0
744,3,1,58512.0,25,0,0,57,1,1171,20,0,0
745,1,1,40662.0,0,0,0,42,1,92,8,0,1
746,2,1,38829.0,86,0,0,62,1,99,8,0,1
747,1,1,35523.0,8,0,0,40,1,66,8,0,1
748,3,0,79146.0,33,0,0,54,2,564,19,0,0
749,1,1,78285.0,13,0,0,33,0,1427,21,0,3
750,2,0,31626.0,12,0,1,43,1,86,6,2,1
751,3,0,75127.0,92,0,0,69,0,833,19,0,3
752,3,1,48726.0,90,0,0,66,1,242,12,0,1
753,3,1,74985.0,8,0,0,44,0,1869,17,0,3
754,3,1,67430.0,6,0,0,34,0,1364,29,0,3
755,1,1,46891.0,91,0,0,56,1,183,8,0,1
756,1,1,62058.0,52,0,0,65,1,450,18,0,0
757,3,1,72063.0,3,0,0,42,1,758,21,0,0
758,2,1,78939.0,57,0,0,70,0,1507,20,0,3
759,3,0,42720.0,9,0,1,56,2,654,25,1,0
760,3,1,33622.0,22,0,0,49,2,81,9,0,1
761,2,1,6835.0,76,0,0,64,1,137,1,0,1
762,3,1,41452.0,86,0,0,68,2,16,4,0,1
763,2,0,40760.0,64,0,0,56,1,93,8,0,1
764,2,1,74250.0,90,0,0,63,0,1158,18,0,3
765,1,0,51124.0,79,0,0,66,2,43,6,0,1
766,3,0,72258.0,28,0,0,50,1,1525,22,0,3
767,2,0,71466.0,86,0,0,47,0,1230,19,0,3
768,3,1,36283.0,42,0,0,45,2,29,6,0,1
769,3,0,20587.0,39,0,0,51,1,25,5,0,1
770,3,1,30467.0,8,0,0,49,1,24,4,0,1
771,3,1,31590.0,40,0,0,49,1,38,5,0,1
772,0,1,20425.0,5,0,0,35,1,57,7,0,1
773,1,1,17144.0,96,0,0,61,2,47,12,0,1
774,2,0,42564.0,28,0,1,53,1,813,24,2,0
775,1,1,43783.0,22,0,0,43,1,629,22,1,0
776,3,0,40780.0,30,0,0,45,1,377,17,0,0
777,1,1,62847.0,45,0,0,76,0,1612,14,0,3
778,2,1,82017.0,58,0,1,64,0,729,17,4,2
779,3,0,16813.0,49,0,0,71,0,50,6,1,1
780,3,1,51267.0,37,0,0,43,2,270,15,0,1
781,3,0,46524.0,70,0,0,60,1,177,9,0,1
782,1,0,45183.0,33,0,0,59,0,315,13,1,1
783,2,1,70421.0,98,0,0,67,1,767,23,0,0
784,1,0,60161.0,17,0,0,56,1,1071,26,0,0
785,3,1,73926.0,54,0,0,48,0,1580,24,0,3
786,3,1,19329.0,39,0,0,53,1,60,10,0,1
787,1,1,61872.0,81,0,0,51,1,573,21,0,0
788,3,0,46984.0,71,0,0,65,2,41,5,0,1
789,3,1,34838.0,62,0,0,70,2,170,10,0,1
790,2,0,82716.0,8,0,0,77,0,1167,28,0,3
791,3,1,48192.0,76,0,1,63,0,1526,25,4,2
792,1,1,49681.0,66,0,0,45,2,458,21,0,0
793,1,1,56850.0,83,0,0,50,1,63,6,0,1
794,3,1,55267.0,28,0,0,64,1,405,17,0,0
795,3,1,59666.0,87,0,0,49,2,1027,20,1,0
796,3,0,72504.0,43,0,0,49,1,1478,22,0,3
797,3,1,26872.0,0,0,0,40,0,72,5,0,1
798,3,0,21359.0,1,0,1,49,1,48,7,1,1
799,3,0,73170.0,1,0,0,46,0,726,16,0,3
800,1,1,52750.0,72,0,0,66,1,860,27,0,0
801,2,1,91820.0,72,0,0,35,0,1497,22,0,3
802,2,1,65968.0,12,0,0,51,1,495,18,0,0
803,3,1,30772.0,89,0,0,45,2,20,4,0,1
804,3,0,22507.0,67,0,0,67,0,570,19,0,0
805,3,1,65685.0,54,0,0,49,1,769,21,0,0
806,1,1,25804.0,34,0,0,43,1,55,7,0,1
807,2,0,76412.0,15,0,1,41,0,1808,18,3,2
808,3,1,22063.0,43,0,0,49,1,55,7,0,1
809,3,0,57091.0,0,0,1,60,0,577,18,2,2
810,3,1,22419.0,74,0,0,58,0,162,8,0,1
811,3,1,87771.0,61,0,1,62,1,1957,20,5,2
812,1,0,78353.0,51,0,0,62,1,1576,24,0,3
813,3,1,93404.0,97,0,0,67,3,1616,17,2,0
814,3,0,37859.0,75,0,0,59,3,36,6,0,1
815,2,0,80995.0,83,0,0,63,1,1482,22,0,3
816,3,1,16529.0,23,0,0,37,1,22,5,0,1
817,2,0,55412.0,65,0,0,45,2,63,6,0,1
818,3,0,48789.0,94,0,0,29,0,680,18,0,0
819,2,1,56575.0,42,0,0,54,2,542,20,0,0
820,1,1,25130.0,10,0,0,41,1,50,7,0,1
821,3,1,35441.0,94,0,0,54,2,39,6,0,1
822,3,1,71391.0,50,0,0,65,1,1043,28,0,3
823,1,0,49494.0,46,0,0,49,1,385,14,0,1
824,3,0,81702.0,98,0,0,41,0,1633,27,0,3
825,1,0,45889.0,42,0,0,41,1,46,5,0,1
826,3,0,56628.0,30,0,0,44,1,761,20,1,0
827,3,1,34026.0,11,0,0,71,2,76,9,0,1
828,3,1,40049.0,61,0,0,47,1,290,14,0,0
829,3,0,34176.0,12,0,0,33,1,89,11,0,1
830,3,1,19419.0,76,0,0,40,1,70,11,0,1
831,1,1,82504.0,2,0,0,61,0,1066,17,0,3
832,3,1,81205.0,43,0,1,51,0,2009,19,4,2
833,1,0,61618.0,27,0,0,30,0,1345,19,0,3
834,1,0,55284.0,60,0,0,65,1,764,23,0,0
835,3,0,49980.0,79,0,0,58,1,195,11,0,1
836,3,1,15072.0,96,0,0,41,2,53,11,0,1
837,3,0,49166.0,17,0,0,47,1,368,13,0,0
838,2,1,65324.0,0,0,0,67,1,544,20,0,0
839,1,1,82347.0,38,0,0,64,0,1853,25,2,3
840,2,1,30843.0,43,0,0,55,2,35,6,1,1
841,2,1,46374.0,1,0,1,47,1,446,18,3,2
842,3,0,60474.0,25,0,0,42,1,1180,31,0,3
843,1,1,38576.0,2,0,0,48,1,41,5,0,1
844,3,1,55357.0,66,0,0,36,2,727,22,0,0
845,3,1,37758.0,49,0,0,55,2,40,6,0,1
846,1,1,85710.0,5,0,0,32,0,1062,26,1,3
847,3,1,23228.0,71,0,0,52,1,40,7,0,1
848,1,1,44602.0,35,0,0,52,2,292,17,0,1
849,3,1,7500.0,94,0,0,34,0,15,4,0,1
850,1,1,38683.0,80,0,0,32,1,341,17,0,1
851,1,0,49514.0,61,0,0,46,1,369,13,0,1
852,2,1,57906.0,29,0,0,48,1,401,17,0,0
853,1,0,43456.0,0,0,0,55,1,393,17,0,0
854,1,0,19485.0,80,0,0,35,2,10,4,0,1
855,3,1,53172.0,54,0,0,43,1,486,16,0,0
856,3,1,30545.0,71,0,0,42,1,69,7,0,1
857,2,1,70123.0,27,0,0,38,0,1727,17,2,2
858,3,0,62450.0,61,0,0,62,1,995,16,1,0
859,3,1,21675.0,55,0,0,45,1,45,10,0,1
860,1,0,42395.0,35,0,0,40,2,182,12,0,1
861,1,1,61346.0,34,0,0,43,1,989,23,0,3
862,3,1,80812.0,95,0,0,68,0,1677,18,3,2
863,1,0,42835.0,64,0,0,50,2,595,23,0,0
864,3,1,39922.0,30,0,0,38,1,156,9,0,1
865,1,0,86424.0,12,0,0,65,0,1226,28,0,3
866,1,1,17117.0,96,0,0,43,1,128,11,0,1
867,3,0,24762.0,16,0,1,49,1,86,9,2,1
868,3,1,35797.0,16,0,0,46,1,68,7,0,1
869,3,0,36627.0,78,0,0,46,2,16,4,0,1
870,1,1,51111.0,83,0,0,40,2,55,7,0,1
871,2,0,86857.0,96,0,1,49,0,2114,22,1,3
872,2,1,82072.0,67,0,0,51,0,2018,19,0,3
873,2,0,46231.0,87,0,0,68,3,263,15,0,1
874,3,1,42243.0,34,0,0,62,2,55,7,0,1
875,3,1,51195.0,46,0,0,59,2,564,24,0,0
876,1,0,68092.0,7,0,0,43,0,1281,20,0,3
877,3,1,31814.0,73,0,0,48,1,83,7,1,1
878,1,0,51390.0,54,0,0,56,2,353,18,0,0
879,3,1,76630.0,93,0,0,38,0,1003,25,0,3
880,0,0,26868.0,52,0,0,30,1,14,4,0,1
881,2,0,48948.0,53,0,1,78,0,902,24,2,3
882,2,0,55260.0,81,0,0,49,1,1139,25,0,0
883,3,1,64090.0,8,0,1,65,1,797,20,1,0
884,3,0,78331.0,97,0,0,63,1,1638,25,0,3
885,2,1,37087.0,50,0,0,47,1,401,17,0,1
886,3,0,21846.0,38,0,0,35,1,84,11,0,1
887,3,1,81320.0,61,0,0,63,0,928,18,0,3
888,3,0,54137.0,46,0,0,51,1,203,11,0,1
889,3,1,66825.0,73,0,0,54,0,858,16,0,3
890,3,1,57100.0,19,0,0,48,0,409,13,0,1
891,3,1,58917.0,10,0,0,52,3,282,16,0,0
892,3,0,85072.0,94,0,0,44,0,1423,18,0,3
893,3,0,86429.0,10,0,1,60,0,1449,18,2,2
894,3,0,45684.0,37,0,0,50,1,28,4,0,1
895,3,1,47889.0,94,0,0,47,1,67,6,0,1
896,2,1,45921.0,23,0,0,35,0,199,10,0,1
897,2,0,78420.0,75,0,0,55,0,1453,22,0,3
