,Education,Marital_Status,Income,Recency,Complain,Response,Age,Children,Total_spent,Total_no_purchase,TotalAcceptedCmp,km_clust
898,3,1,75114.0,40,0,0,29,0,1253,19,0,3
899,2,0,52278.0,24,0,1,58,1,1198,31,1,0
900,1,1,35641.0,11,0,1,49,1,178,10,1,1
901,3,0,95529.0,29,0,1,27,0,1990,18,2,2
902,3,1,62820.0,51,0,0,67,0,976,14,0,3
903,1,1,73113.0,86,0,0,61,0,1001,15,0,3
904,2,1,84169.0,9,0,1,39,0,1919,20,3,2
905,1,0,42607.0,30,0,0,67,1,350,14,0,0
906,2,0,74637.0,73,0,0,67,0,1650,25,1,3
907,2,1,46015.0,25,0,0,66,2,46,5,2,1
908,3,0,72354.0,67,0,0,28,0,1228,19,0,3
909,1,0,39858.0,67,0,1,52,1,95,7,1,1
910,2,1,34469.0,58,0,0,73,2,62,9,0,1
911,3,1,83033.0,82,0,0,35,1,1761,26,1,3
912,1,1,24401.0,98,0,0,42,0,467,16,0,0
913,3,1,77583.0,93,0,0,43,0,1149,19,1,3
914,1,0,74116.0,53,0,0,39,0,2052,19,1,3
915,3,0,74293.0,66,0,0,28,0,1127,16,0,3
916,2,1,68397.0,6,0,0,45,1,1416,21,0,3
917,2,1,79632.0,42,0,0,47,0,1113,20,0,3
918,3,0,46107.0,78,0,0,32,1,125,7,0,1
919,2,0,64950.0,29,0,0,70,1,966,25,1,0
920,0,1,25443.0,82,0,0,32,1,32,5,0,1
921,3,0,75127.0,92,0,0,69,0,833,19,0,3
922,2,1,32892.0,78,0,0,50,1,46,8,0,1
923,3,1,71796.0,54,0,0,50,0,960,17,0,3
924,2,1,67536.0,45,0,0,51,1,1829,30,1,0
925,3,0,55239.0,59,0,0,50,1,779,26,0,0
926,2,0,60554.0,8,0,0,46,1,811,23,0,0
927,1,0,64831.0,51,0,0,69,2,1120,22,0,0
928,2,1,56067.0,51,0,0,59,1,725,20,0,0
929,3,0,82025.0,76,0,1,38,0,1187,12,2,3
930,3,1,94384.0,62,0,1,68,0,2302,18,4,2
931,0,0,14906.0,86,0,0,35,0,66,9,0,1
932,2,1,51563.0,60,0,0,34,0,1250,19,2,2
933,1,1,57937.0,56,0,0,39,1,683,20,0,0
934,3,0,68274.0,83,0,0,42,2,305,13,0,1
935,3,1,39771.0,92,0,0,44,1,50,6,0,1
936,1,0,67893.0,31,0,0,46,1,995,16,0,0
937,2,1,27922.0,80,0,0,42,1,41,6,0,1
938,2,1,52190.0,39,0,0,45,2,77,9,1,1
939,1,0,44051.0,20,0,1,48,2,171,12,1,1
940,2,0,42767.0,53,0,0,50,2,131,7,0,1
941,1,1,46106.0,84,0,0,45,2,54,5,0,1
942,2,1,16927.0,50,0,0,45,2,53,12,0,1
943,3,1,59754.0,96,0,1,56,1,475,16,1,0
944,3,0,53700.0,94,0,0,69,1,694,22,0,0
945,3,1,59041.0,25,0,0,48,2,96,8,0,1
946,2,0,54237.0,48,0,0,64,1,361,16,0,0
947,3,0,70647.0,65,0,0,54,1,1079,26,0,3
948,2,0,52597.0,69,0,0,59,1,578,20,0,0
949,1,1,41021.0,12,0,1,52,1,64,7,1,1
950,2,1,40233.0,84,0,0,46,1,149,13,0,1
951,3,1,50183.0,47,0,0,41,2,231,17,0,1
952,3,1,54753.0,87,0,0,62,1,728,21,0,0
953,3,1,92955.0,35,0,1,48,0,1778,23,3,2
954,3,1,33471.0,47,0,0,48,1,93,10,0,1
955,2,1,34596.0,48,0,1,47,1,23,4,1,1
956,3,1,44010.0,46,0,0,41,1,662,24,0,0
957,3,1,84219.0,27,0,0,33,0,1198,18,0,3
958,2,1,40706.0,37,0,0,53,3,81,11,0,1
959,1,1,15716.0,8,1,0,33,1,92,10,0,1
960,1,0,59052.0,29,0,0,62,1,491,18,0,0
961,1,1,80573.0,85,0,0,50,0,1564,24,0,3
962,3,1,83715.0,2,0,0,59,0,926,24,0,3
963,1,1,82576.0,66,0,0,62,0,1910,19,1,3
964,1,1,56962.0,60,0,0,56,3,411,21,0,0
965,3,1,35704.0,54,0,0,69,2,94,9,0,1
966,3,1,53103.0,70,0,0,67,1,1085,28,1,0
967,1,0,46779.0,55,0,0,61,2,23,4,0,1
968,3,0,4861.0,20,0,0,56,0,6,0,0,1
969,1,0,33462.0,78,0,0,42,1,54,6,0,1
970,3,0,63693.0,63,0,0,43,1,1150,29,0,0
971,3,1,80763.0,17,0,1,71,0,1415,23,3,2
972,2,1,65352.0,43,0,0,47,1,405,16,0,0
973,2,1,82170.0,13,0,0,43,0,1908,19,0,3
974,3,1,75759.0,46,0,1,52,0,2486,26,4,2
975,1,0,79689.0,65,0,0,45,0,1315,27,0,3
976,2,0,35340.0,1,0,0,65,2,45,7,0,1
977,3,0,85683.0,6,0,1,67,0,1789,17,5,2
978,1,1,24884.0,32,0,0,49,1,19,4,0,1
979,1,1,42021.0,34,0,0,40,1,573,22,1,0
980,3,0,64449.0,70,0,0,32,1,805,24,0,3
981,3,0,64587.0,49,0,0,67,2,108,8,0,1
982,3,0,34824.0,65,0,0,26,0,23,4,0,1
983,3,1,75437.0,25,0,0,43,0,1493,23,1,3
984,3,1,26091.0,84,0,0,64,2,89,9,0,1
985,3,1,52845.0,7,0,0,48,1,936,25,1,0
986,3,0,46086.0,34,0,0,65,1,343,16,0,0
987,2,0,78028.0,38,0,1,65,1,528,20,3,2
988,2,0,95169.0,1,0,1,34,0,1901,12,3,2
989,1,1,56337.0,25,0,1,40,2,724,22,3,0
990,3,1,22434.0,25,0,0,34,1,58,7,0,1
991,2,1,36930.0,50,0,0,67,1,297,16,0,0
992,3,0,36130.0,46,0,1,67,1,488,21,2,0
993,1,1,65569.0,96,0,0,68,1,859,23,0,0
994,3,1,83844.0,57,0,0,69,0,1574,20,1,3
995,3,1,19514.0,47,0,0,53,2,69,10,1,1
996,2,0,36736.0,52,0,0,58,2,17,4,0,1
997,3,1,77568.0,30,0,0,42,1,2194,21,3,2
998,2,1,49187.0,63,0,0,45,1,116,8,0,1
999,3,0,30168.0,51,0,0,43,1,279,18,0,1
1000,1,1,34053.0,14,0,0,53,1,103,7,0,1
1001,1,1,38196.0,20,0,0,50,2,44,9,0,1
1002,1,1,59412.0,56,0,0,70,0,406,15,0,3
1003,1,1,70924.0,41,0,0,56,0,1363,20,1,3
1004,3,1,54165.0,72,0,0,52,0,236,11,0,1
1005,3,1,32300.0,1,0,0,48,1,39,5,0,1
1006,3,0,20180.0,27,0,0,45,0,137,8,0,1
1007,3,1,34961.0,77,0,0,48,1,79,10,0,1
1008,2,1,28440.0,87,0,0,47,1,63,6,0,1
1009,2,1,64504.0,81,0,1,68,3,1314,25,1,0
1010,1,1,33564.0,51,0,0,55,1,71,6,0,1
1011,3,1,17345.0,79,0,0,43,1,58,7,0,1
1012,2,1,56320.0,11,0,0,54,1,702,21,0,0
1013,3,0,28647.0,54,0,1,43,1,94,7,2,1
1014,0,0,15038.0,93,0,0,34,1,80,7,0,1
1015,2,0,32173.0,0,0,0,63,1,22,5,0,1
1016,1,1,68316.0,54,0,0,57,1,1211,32,0,0
1017,3,1,74538.0,21,0,1,50,0,1461,22,2,2
1018,3,0,91700.0,58,0,1,50,0,1968,20,1,3
1019,3,1,68695.0,3,0,0,52,0,1091,16,0,3
1020,1,1,31056.0,99,0,0,44,1,55,5,0,1
1021,3,1,79593.0,70,0,0,48,0,1366,19,1,3
1022,3,0,28071.0,65,0,0,41,0,313,13,0,1
1023,2,1,37334.0,44,0,0,63,2,62,11,0,1
1024,1,0,46423.0,6,0,0,49,2,92,9,0,1
1025,2,1,37126.0,9,0,1,50,1,72,6,2,1
1026,3,1,47703.0,95,0,0,68,1,655,21,0,0
1027,3,1,61180.0,70,0,0,62,1,704,18,1,0
1028,3,1,38998.0,92,1,0,67,2,54,8,0,1
1029,3,0,8028.0,62,0,0,30,0,178,16,0,1
1030,3,1,76081.0,85,0,0,59,0,1033,14,1,3
1031,3,1,34728.0,2,0,1,35,1,36,5,1,1
1032,1,0,33168.0,0,0,0,56,1,122,10,0,1
1033,1,1,33585.0,91,0,0,55,1,122,7,0,1
1034,2,1,77037.0,3,0,0,61,1,1123,27,0,3
1035,3,1,35196.0,68,0,1,37,1,497,18,1,0
1036,3,1,44529.0,98,0,0,55,1,691,25,1,0
1037,1,1,70924.0,41,0,0,56,0,1363,20,1,3
1038,2,1,28764.0,16,0,0,55,2,12,4,1,1
1039,2,1,69098.0,82,0,0,72,0,2440,25,0,3
1040,1,0,25959.0,1,0,1,51,2,56,7,1,1
1041,1,1,27100.0,64,0,0,38,1,37,5,0,1
1042,3,0,70596.0,68,0,0,36,0,968,21,0,3
1043,3,1,42557.0,98,0,0,47,1,270,15,0,0
1044,2,1,53312.0,32,0,0,70,0,278,12,0,1
1045,3,0,72228.0,87,0,0,69,0,1250,22,0,3
1046,3,1,67605.0,84,0,0,34,0,938,17,0,3
1047,1,1,62845.0,3,0,0,72,2,1178,28,1,0
1048,3,1,65196.0,34,0,0,63,2,1155,26,1,0
1049,2,0,42000.0,23,0,1,34,0,653,20,1,3
1050,2,0,35860.0,37,0,0,48,2,49,6,1,1
1051,2,1,65526.0,22,0,0,57,1,506,17,0,0
1052,3,1,16860.0,19,0,0,60,2,38,8,0,1
1053,3,0,83528.0,7,0,1,29,0,1650,23,3,2
1054,1,0,64176.0,52,0,0,56,1,1826,33,0,0
1055,3,0,22304.0,91,0,0,65,0,18,4,0,1
1056,3,1,67023.0,93,1,0,43,0,906,24,0,3
1057,2,1,32892.0,78,0,0,50,1,46,8,0,1
1058,3,1,70713.0,23,0,0,55,1,1477,25,0,3
1059,3,1,59925.0,83,0,0,66,1,766,23,0,0
1060,3,1,39722.0,92,0,0,68,1,47,7,0,1
1061,3,1,46610.0,4,0,0,63,0,467,14,0,0
1062,3,1,88347.0,32,0,0,60,0,2116,21,1,3
1063,2,1,87171.0,27,0,0,40,0,1298,25,2,2
1064,1,1,26907.0,10,0,0,45,2,22,6,0,1
1065,1,0,50014.0,9,0,0,53,1,396,15,0,1
1066,2,1,41014.0,65,0,0,43,1,20,4,0,1
1067,3,0,66294.0,68,0,0,56,0,967,13,0,3
1068,3,1,36715.0,16,0,1,50,1,357,19,1,0
1069,3,1,79456.0,12,0,1,65,0,1401,16,1,3
1070,3,1,40479.0,95,0,0,39,1,15,4,0,1
1071,1,0,75345.0,16,0,1,51,0,2087,20,2,2
1072,3,1,54233.0,46,0,0,44,1,981,26,0,0
1073,3,0,24163.0,3,0,0,51,2,17,6,0,1
1074,2,1,84460.0,80,0,1,63,0,523,22,5,2
1075,3,1,43776.0,77,0,0,38,1,23,4,0,1
1076,2,0,71691.0,0,0,1,63,0,1192,17,1,3
1077,2,1,85844.0,62,0,0,48,0,1958,20,1,3
1078,2,0,39190.0,91,0,0,47,1,133,9,0,1
1079,3,1,71367.0,24,0,0,62,0,777,17,0,3
1080,2,0,38578.0,2,0,0,49,2,73,9,0,1
1081,2,1,57236.0,22,0,0,56,2,121,10,0,1
1082,3,0,61825.0,56,0,0,42,1,424,15,0,0
1083,3,0,79803.0,54,0,0,63,1,868,13,0,0
1084,1,0,80910.0,71,0,0,35,0,756,15,0,3
1085,1,1,27590.0,38,0,0,39,1,12,4,0,1
1086,3,1,56775.0,62,0,0,42,1,937,25,0,0
1087,3,0,83829.0,78,0,1,46,0,1862,17,4,2
1088,1,1,54210.0,18,0,0,42,1,367,14,0,0
1089,3,1,38508.0,95,0,0,35,1,443,20,0,0
1090,3,1,53187.0,66,0,0,51,1,267,13,0,1
1091,3,1,30023.0,28,0,0,49,1,61,6,0,1
1092,2,0,76045.0,78,0,0,61,0,1323,21,1,3
1093,2,1,50870.0,13,0,0,69,1,63,6,0,1
1094,1,1,15315.0,27,0,0,51,0,64,8,0,1
1095,1,1,65463.0,17,0,0,47,1,562,19,1,0
1096,3,1,66480.0,71,0,0,56,2,312,19,0,0
1097,3,0,76773.0,79,0,0,67,0,1156,16,0,3
1098,1,0,81698.0,1,0,1,38,0,1104,16,2,2
1099,2,0,54466.0,78,0,0,48,2,16,4,0,1
1100,1,0,98777.0,23,0,0,61,0,2008,19,1,3
1101,2,0,16269.0,75,0,0,37,1,44,9,0,1
1102,3,1,71819.0,70,0,0,50,1,1574,14,2,2
1103,2,1,33569.0,10,0,1,38,1,63,5,2,1
1104,1,1,36262.0,24,0,1,38,0,426,12,2,1
1105,0,1,22634.0,47,0,0,55,0,96,6,0,1
1106,1,1,47025.0,98,0,0,43,1,635,23,0,0
1107,3,0,70566.0,4,0,0,53,1,757,22,0,0
1108,2,1,31605.0,15,0,0,42,1,125,9,0,1
1109,1,0,52034.0,67,0,0,48,2,332,16,0,1
1110,3,0,48526.0,32,0,0,42,1,135,8,0,1
1111,3,1,46734.0,40,0,0,67,1,330,14,0,0
1112,3,0,39552.0,54,0,1,59,2,384,20,1,0
1113,3,0,86358.0,78,0,0,55,2,1722,18,0,0
1114,3,1,46931.0,94,0,0,44,3,78,7,0,1
1115,0,0,16581.0,51,0,0,36,0,24,4,0,1
1116,1,0,63998.0,42,0,1,69,0,1168,25,1,3
1117,1,1,67381.0,67,0,0,70,1,957,17,1,0
1118,3,0,25930.0,87,0,0,54,2,15,4,0,1
1119,3,1,42693.0,29,0,0,43,1,57,5,0,1
1120,3,1,85606.0,89,0,0,45,1,1956,24,1,3
1121,3,0,72903.0,74,0,1,36,0,2013,21,4,2
1122,1,1,49669.0,97,0,0,47,1,326,14,0,1
1123,2,1,36778.0,63,0,0,53,2,77,9,0,1
1124,2,0,85696.0,88,0,1,59,0,1313,20,1,3
1125,1,0,10979.0,34,0,0,32,0,30,8,0,1
1126,3,1,49678.0,81,0,0,60,1,315,14,0,0
1127,1,1,56129.0,65,0,0,68,1,660,22,0,0
1128,3,1,37155.0,51,0,0,32,1,74,7,0,1
1129,1,0,21282.0,76,0,0,43,1,46,7,0,1
1130,2,0,33419.0,76,0,0,59,1,86,8,0,1
1131,3,0,63285.0,84,0,0,76,0,1103,25,0,3
1132,1,1,21255.0,56,0,0,47,1,61,11,0,1
1133,3,1,42162.0,31,0,1,40,1,145,9,2,1
1134,3,1,54450.0,0,0,0,65,2,684,31,0,0
1135,2,1,57744.0,91,0,0,67,1,411,16,0,0
1136,3,0,26576.0,40,0,1,35,1,27,4,2,1
1137,2,0,57513.0,59,0,0,78,0,1060,27,0,0
1138,3,1,68142.0,96,0,0,57,1,1459,24,0,3
1139,3,1,7500.0,61,0,0,42,1,18,4,0,1
1140,3,1,83145.0,14,0,1,47,0,1833,26,2,2
1141,1,1,54197.0,16,0,0,61,1,237,12,0,1
1142,2,0,23091.0,98,0,0,58,2,48,10,0,1
1143,3,1,46049.0,11,0,1,45,2,515,26,1,0
1144,3,1,56715.0,52,0,0,47,0,1020,15,0,3
1145,3,1,79410.0,19,0,0,60,0,1370,11,0,3
1146,3,1,57304.0,61,0,0,70,1,1026,25,0,3
1147,3,1,44375.0,73,0,0,56,1,301,12,0,1
1148,3,1,54450.0,0,0,0,65,2,684,31,0,0
1149,3,1,59594.0,74,0,0,56,1,499,17,1,0
1150,3,1,80685.0,55,0,0,27,0,1004,21,0,3
1151,2,1,40344.0,48,0,0,47,1,218,12,0,1
1152,3,1,62710.0,53,0,0,49,1,606,22,0,0
1153,1,1,48985.0,13,0,0,53,1,75,6,0,1
1154,3,1,35322.0,34,0,0,53,3,106,9,0,1
1155,3,1,77142.0,54,0,0,73,0,990,17,0,3
1156,3,0,81657.0,69,0,0,52,0,1097,16,0,3
1157,0,1,14421.0,81,0,0,25,0,16,4,1,1
1158,1,1,20130.0,99,0,0,47,0,34,5,0,1
1159,2,1,74214.0,3,0,0,31,0,1711,16,0,3
1160,1,1,66726.0,61,0,0,64,2,438,17,1,0
1161,0,1,23724.0,65,0,0,42,1,75,7,0,1
1162,1,1,47353.0,93,0,0,61,1,225,13,0,1
1163,1,1,33444.0,24,0,0,69,2,18,4,0,1
1164,3,1,54386.0,8,0,0,40,1,470,17,0,0
1165,3,0,28510.0,72,0,0,40,2,91,9,0,1
1166,1,0,90638.0,29,0,0,30,0,2525,18,1,3
1167,3,1,48070.0,33,1,0,71,1,504,19,0,0
1168,3,1,43140.0,68,0,0,64,1,235,11,0,1
1169,2,0,54959.0,55,0,1,60,1,1232,21,2,0
1170,0,0,15056.0,76,0,0,63,2,88,12,0,1
1171,3,0,26954.0,17,0,0,50,1,17,4,0,1
1172,3,0,22327.0,94,0,0,36,1,24,5,0,1
1173,3,1,44393.0,86,0,0,56,2,60,7,0,1
1174,2,0,62000.0,25,0,0,69,1,1020,26,1,0
1175,2,1,31497.0,22,0,0,59,1,155,10,0,1
1176,1,1,45894.0,15,0,0,47,2,51,5,0,1
1177,1,0,78579.0,35,0,1,51,0,1812,16,1,3
1178,1,0,67369.0,81,0,1,52,1,1461,25,3,2
1179,3,0,58401.0,55,0,0,61,1,96,6,0,1
1180,3,0,62307.0,94,0,0,69,1,160,9,0,1
1181,1,1,43641.0,50,0,0,52,2,139,10,0,1
1182,1,0,63841.0,64,0,0,53,1,908,22,0,0
1183,1,1,46891.0,91,0,0,56,1,183,8,0,1
1184,1,1,70091.0,11,0,0,52,1,1161,19,1,0
1185,2,1,78075.0,72,0,0,49,0,988,14,0,3
1186,1,0,59184.0,6,0,0,60,1,1072,27,0,3
1187,3,1,54809.0,0,0,0,44,2,174,12,0,1
1188,3,1,58113.0,66,1,0,62,1,758,22,0,0
1189,1,1,51412.0,42,0,0,63,1,195,11,0,1
1190,3,0,15287.0,60,0,1,42,1,31,6,2,1
1191,1,1,66636.0,64,0,0,64,0,1084,17,0,3
1192,1,1,50965.0,87,0,0,65,1,685,22,1,0
1193,2,1,84618.0,96,0,0,56,0,1672,26,1,3
1194,3,1,18351.0,1,0,0,31,0,43,6,0,1
1195,2,1,40451.0,54,0,0,64,2,49,5,1,1
1196,3,1,36317.0,53,0,0,56,1,133,9,0,1
1197,3,1,42213.0,96,0,0,64,1,363,15,1,0
1198,3,1,65748.0,58,1,0,66,1,545,18,0,3
1199,3,1,77044.0,12,0,0,49,1,1065,31,1,0
1200,3,1,74918.0,78,0,0,52,0,2047,21,1,3
1201,3,1,56721.0,64,0,0,49,2,296,15,0,1
1202,3,0,42160.0,26,0,1,46,2,140,11,1,1
1203,3,0,61559.0,8,0,0,56,1,530,17,0,0
1204,2,1,33629.0,49,0,0,58,2,152,13,0,1
1205,2,1,68682.0,56,0,0,30,0,1598,24,0,3
1206,3,0,34377.0,55,0,0,58,1,114,8,0,1
1207,0,0,8940.0,25,0,0,35,1,101,10,0,1
1208,3,1,26228.0,50,0,0,48,1,25,4,0,1
1209,1,0,77297.0,84,0,0,64,0,789,22,1,3
1210,3,1,40211.0,30,0,0,40,2,87,7,1,1
1211,2,0,33438.0,81,0,0,63,2,90,11,0,1
1212,2,1,75032.0,74,0,0,62,1,1215,20,0,0
1213,2,0,61284.0,76,0,0,66,0,811,22,1,0
1214,3,1,22518.0,36,0,1,35,1,61,7,2,1
1215,1,1,54730.0,64,0,0,46,1,405,18,0,0
1216,1,1,38452.0,62,0,0,66,2,72,9,0,1
1217,3,0,44421.0,53,0,0,50,2,189,14,0,1
1218,2,1,38197.0,86,0,0,35,1,40,5,0,1
1219,3,0,41986.0,15,0,0,43,1,63,10,0,1
1220,3,1,28427.0,67,0,0,38,1,52,7,0,1
1221,2,1,37395.0,47,0,0,45,1,39,5,0,1
1222,3,1,64722.0,47,0,0,50,1,805,25,0,0
1223,1,1,55249.0,81,0,0,65,1,130,8,0,1
1224,3,1,84906.0,98,0,0,49,0,1631,24,3,2
1225,3,1,28691.0,56,0,0,32,1,34,5,0,1
1226,3,0,44213.0,48,0,0,69,2,152,12,0,1
1227,0,0,25707.0,18,0,0,37,1,21,5,0,1
1228,2,1,59062.0,74,0,0,54,3,71,7,0,1
1229,3,0,76624.0,68,0,0,59,1,899,23,1,3
1230,1,1,66000.0,36,0,0,74,0,711,10,0,3
1231,2,1,27683.0,90,0,0,43,1,351,16,0,1
1232,3,0,1730.0,65,0,0,50,0,8,15,0,1
1233,0,0,7500.0,63,0,0,29,1,119,11,0,1
1234,3,1,40521.0,82,0,0,53,2,21,4,0,1
1235,2,1,20427.0,63,0,0,48,1,10,4,0,1
1236,3,1,65106.0,55,0,0,46,1,973,27,1,0
1237,2,1,69969.0,64,0,1,56,0,1536,13,3,2
1238,3,1,67433.0,51,0,0,69,2,992,28,1,0
1239,2,1,77766.0,97,0,1,54,1,1529,34,2,3
1240,3,1,74716.0,92,0,0,49,1,860,17,0,3
1241,3,0,68118.0,51,0,0,58,1,928,23,0,0
1242,2,1,55158.0,72,0,1,51,2,418,18,1,0
1243,1,1,62972.0,39,0,1,66,1,587,16,1,0
1244,3,1,74190.0,49,0,0,46,1,641,19,0,3
1245,3,1,39356.0,21,0,0,45,2,23,4,1,1
1246,3,1,76653.0,91,0,0,52,0,2279,23,2,2
1247,2,0,35860.0,37,0,0,48,2,49,6,1,1
1248,2,0,90687.0,98,0,1,38,0,1779,17,2,2
1249,1,1,73450.0,85,0,0,39,0,1804,27,2,2
1250,3,1,31454.0,40,0,0,61,2,48,8,0,1
1251,3,0,47139.0,2,0,1,69,2,83,7,1,1
1252,3,0,83829.0,78,0,1,46,0,1862,17,4,2
1253,2,1,53378.0,41,0,1,58,2,793,29,1,0
1254,3,1,19656.0,94,0,0,51,1,84,9,0,1
1255,2,1,45579.0,10,0,0,73,1,183,10,0,1
1256,1,0,85485.0,73,0,0,63,0,1383,19,0,3
1257,3,1,55956.0,22,0,0,77,0,999,16,1,0
1258,1,0,64191.0,30,0,0,58,1,825,24,0,0
1259,3,0,38808.0,21,0,1,49,1,246,14,2,1
1260,1,1,57183.0,51,0,0,55,2,610,25,0,0
1261,1,0,23748.0,97,0,0,53,1,76,9,0,1
1262,3,1,66303.0,56,0,0,50,1,1286,22,1,0
1263,1,1,37368.0,4,0,0,46,1,30,4,1,1
1264,3,1,40800.0,77,1,0,57,3,99,8,0,1
1265,3,0,71847.0,95,0,0,43,0,1192,22,1,3
1266,3,1,46149.0,36,0,0,46,1,362,18,0,0
1267,3,1,78687.0,13,0,1,38,0,2130,19,2,2
1268,1,0,49118.0,90,0,1,50,0,1229,28,3,2
1269,2,1,37633.0,49,0,0,64,2,38,6,0,1
1270,1,1,39767.0,18,0,0,70,0,485,17,0,0
1271,0,1,26997.0,89,0,0,70,0,434,13,0,0
1272,3,0,33986.0,43,0,0,51,1,44,5,0,1
1273,2,1,57091.0,82,0,1,49,1,496,18,2,0
1274,1,1,46831.0,84,0,0,52,2,78,7,0,1
1275,1,1,83151.0,80,0,1,49,0,2346,23,4,2
1276,3,1,52531.0,68,0,0,50,0,794,21,0,3
1277,3,1,15759.0,12,0,0,65,0,17,4,0,1
1278,3,0,22804.0,75,0,0,50,1,26,5,0,1
1279,1,1,43050.0,10,0,0,48,1,76,8,0,1
1280,2,0,42997.0,91,0,0,44,2,15,4,0,1
1281,2,0,48918.0,21,0,0,58,2,62,7,0,1
1282,1,1,60033.0,28,0,0,67,1,198,10,0,1
1283,2,1,34043.0,97,0,0,43,1,49,5,0,1
1284,3,1,57811.0,49,0,0,55,1,802,25,1,0
1285,3,1,78569.0,14,0,1,75,0,1736,15,2,3
1286,3,0,7500.0,5,0,0,43,2,57,10,0,1
1287,1,1,157733.0,37,0,0,50,1,59,2,0,1
1288,3,1,94384.0,62,0,1,68,0,2302,18,4,2
1289,1,1,23148.0,83,0,0,36,0,37,6,0,1
1290,3,0,44267.0,48,0,0,51,2,310,16,0,1
1291,3,1,71626.0,94,0,0,42,0,1305,19,1,3
1292,3,1,60894.0,61,0,0,55,1,832,26,0,0
1293,3,1,50200.0,70,0,0,45,2,401,19,0,0
1294,2,1,81051.0,43,0,0,56,0,1501,23,2,2
1295,3,1,65169.0,23,0,1,39,0,1189,28,5,2
1296,3,1,59868.0,37,0,0,49,1,1194,32,0,0
1297,2,1,65695.0,50,0,0,61,1,656,21,0,0
1298,1,0,64857.0,78,0,0,65,0,1540,23,0,3
1299,1,1,45143.0,74,0,0,56,1,311,15,0,0
1300,1,1,74805.0,14,0,0,66,1,820,26,0,3
1301,1,1,59060.0,77,0,0,32,1,274,14,0,1
1302,2,0,27238.0,39,0,0,59,2,57,9,0,1
1303,3,1,47009.0,89,0,0,56,1,448,17,0,0
1304,1,1,46094.0,62,0,0,48,2,44,5,0,1
1305,3,1,40321.0,59,0,0,49,2,102,8,0,1
1306,3,1,37235.0,68,0,0,37,1,61,5,0,1
1307,1,1,81843.0,13,0,0,61,0,1643,27,0,3
1308,1,1,46692.0,37,0,0,63,1,397,15,0,0
1309,3,1,77382.0,36,0,0,53,1,1121,26,1,3
1310,3,0,37774.0,28,1,1,44,2,473,16,2,1
1311,0,1,18393.0,2,0,0,47,1,50,8,0,1
1312,1,1,72828.0,17,0,0,59,1,1678,28,0,0
1313,3,1,24711.0,86,0,0,39,0,58,7,0,1
1314,2,1,45503.0,54,0,0,46,1,170,9,0,1
1315,1,0,6560.0,2,0,0,39,0,373,2,0,1
1316,2,1,71604.0,3,0,1,76,0,1196,17,2,3
1317,3,1,27244.0,84,0,0,42,1,101,8,0,1
1318,3,1,48752.0,8,0,1,52,2,316,17,1,0
1319,3,1,71434.0,4,0,0,59,1,1400,21,2,2
1320,3,0,90842.0,57,0,0,73,0,1424,27,0,3
1321,1,1,88097.0,24,0,1,43,1,844,20,4,2
1322,3,1,51948.0,51,0,0,46,1,311,13,0,0
1323,3,1,71853.0,29,0,0,39,0,1149,17,0,3
1324,1,1,35876.0,13,0,0,38,0,129,8,0,1
1325,3,0,40049.0,23,0,0,69,1,32,5,0,1
1326,3,0,39660.0,36,0,1,39,1,299,14,1,1
1327,3,1,50127.0,88,0,0,59,1,320,13,1,0
1328,1,1,43263.0,2,0,0,44,1,441,16,0,0
1329,1,1,62845.0,3,0,1,72,2,1178,28,2,0
1330,3,1,18929.0,15,0,0,31,0,85,6,0,1
1331,0,0,24367.0,58,0,0,39,1,24,4,0,1
1332,3,0,33249.0,11,0,0,46,1,112,8,0,1
1333,1,1,26887.0,27,0,0,62,1,30,5,0,1
1334,2,1,50150.0,32,0,0,38,0,410,16,0,0
1335,3,1,62061.0,12,0,0,45,1,800,24,1,0
1336,2,0,85696.0,88,0,1,59,0,1313,20,1,3
1337,2,1,76542.0,91,0,0,65,0,1483,23,0,3
